Sales,Longevity,Similar_Sales,Prior_Demand,Advertising_budget,Similar_Products,Competitor_Products,Ads,Competitor_Ads,Magazine,Awards,Innovative,Product_necessity,Type,Cheap,Disposable,Tested,Warranty,Competitor_Launch,Styles
35000,1,31600,8600,1399606,62,121,30,3,45,2,0,1,Kitchen,1,1,1,1,0,0
13000,1,1210500,8900,907439,11,44,5,2,7,0,0,1,Bath,1,0,0,0,0,0
2000,1,421100,7900,58648,33,72,15,9,16,3,0,1,Bath,1,0,0,0,0,0
5000,1,52200,7500,1575180,25,87,14,8,12,0,0,1,Office,1,0,0,0,0,0
6000,1,1139100,7300,788296,15,49,5,5,7,1,0,1,Bath,1,0,0,0,0,0
500,1,2454000,6400,150368,18,26,4,12,1,0,0,0,Kitchen,1,0,0,0,0,0
3000,1,2657500,3500,174848,22,1,6,0,20,2,0,0,Kitchen,0,0,1,0,1,0
2000,0,2732900,6300,127967,17,60,7,6,13,3,0,1,Bath,1,0,0,0,0,1
500,1,2671700,6800,73049,4,35,1,1,4,1,0,0,Bath,0,0,1,0,0,0
2000,1,2301100,6200,190084,3,7,0,1,0,0,0,0,Bath,0,1,0,0,0,0
3000,1,1175400,7800,466603,35,77,15,17,6,0,0,1,Bath,1,0,1,1,0,0
5000,1,235200,8000,275695,53,67,28,8,45,18,0,0,Bath,1,0,1,1,0,0
2000,1,918600,5300,1275,13,6,4,2,2,1,0,0,Bath,0,0,0,0,0,0
18000,1,97600,8500,420774,28,134,8,13,15,3,0,1,Bath,1,1,0,0,0,0
5000,0,2732900,8700,28006,15,84,3,7,11,4,0,1,Bath,1,0,0,0,1,0
2000,0,2936200,6100,18465,17,53,8,2,12,0,0,0,Bath,1,0,0,0,0,0
500,1,2344300,7100,18386,3,65,2,2,1,0,0,1,Bath,1,0,0,0,1,0
500,1,2657500,5000,50584,2,71,1,0,1,0,0,1,Kitchen,1,1,0,0,0,0
500,1,1545800,7500,8412,0,46,0,0,0,0,0,1,Bath,1,1,0,0,0,0
3000,1,3792300,5200,769,35,41,0,24,7,2,0,0,Bath,0,1,0,0,0,1
500,1,2671700,7800,14,11,76,5,3,7,1,0,0,Bath,1,1,0,1,1,0
2000,1,2301100,4400,334360,1,5,0,0,0,0,0,0,Kitchen,0,0,0,0,0,0
500,1,1797300,2900,233505,0,37,0,0,0,0,0,1,Bath,1,1,0,1,0,0
500,1,1080000,7200,47363,5,60,0,1,2,0,0,1,Bath,1,0,0,0,0,0
11000,1,1999100,7700,557614,51,88,8,10,28,1,0,1,Bath,1,1,0,0,1,1
2000,1,1175400,7100,111812,4,56,1,1,1,0,0,1,Kitchen,1,1,1,1,0,0
2000,1,3518300,8300,14306,8,64,4,3,2,0,0,1,Bath,1,1,0,0,0,0
500,0,5212900,6300,53952,0,40,0,0,0,0,1,0,Kitchen,1,0,0,0,0,0
500,1,320800,5500,384334,31,10,5,4,12,1,0,0,Bath,0,0,0,0,0,0
37000,1,3792300,4200,242674,58,37,1,42,6,2,0,0,Bath,1,1,1,0,0,1
3000,1,994700,7500,777132,49,57,14,21,28,6,0,1,Bath,1,1,0,0,0,1
500,1,1080000,4300,228284,7,22,3,0,5,0,0,0,Bath,1,1,0,0,0,0
5000,1,2054000,7700,227165,23,88,7,5,13,0,0,1,Toy,0,1,1,0,0,0
500,1,784400,7900,145077,33,37,3,19,11,1,0,0,Bath,1,0,0,0,0,0
3000,1,887900,8300,503093,35,53,9,2,19,0,0,1,Bath,1,1,0,0,0,1
32000,1,456200,7600,820707,131,84,58,29,68,0,0,1,Bath,1,0,1,0,1,1
500,1,2175300,4300,22522,5,18,1,2,2,0,0,1,Bath,1,0,0,0,0,0
2000,1,2054000,7800,1879,9,84,4,3,6,1,0,1,Bath,1,1,1,1,1,0
56000,1,538300,8800,527439,53,110,30,0,37,0,0,1,Kitchen,1,1,1,1,1,1
23000,1,3570700,5700,227165,9,8,1,6,2,0,0,0,Bath,1,1,0,0,0,1
2000,1,1278800,6300,241413,1,53,0,1,0,0,0,0,Bath,1,0,0,0,0,0
8000,1,1864300,8400,538046,50,113,28,1,37,0,0,1,Bath,1,1,1,1,1,1
5000,1,768600,6800,75598,3,46,2,2,2,1,0,1,Bath,1,0,0,0,0,0
6000,0,3057200,8700,284933,11,46,4,2,9,1,0,0,Kitchen,0,0,0,0,1,0
8000,1,52200,7400,250974,10,109,7,0,5,0,0,1,Bath,1,0,1,1,0,0
3000,1,171900,7500,176114,50,82,8,24,17,7,0,0,Bath,1,0,0,0,0,0
3000,1,2004800,7900,208574,27,75,6,14,12,2,0,1,Kitchen,1,1,0,0,0,0
500,1,1900100,7700,155555,2,70,0,2,0,0,0,1,Bath,1,0,0,0,0,0
8000,1,2789600,7200,242444,6,80,0,2,2,0,0,0,Kitchen,1,1,0,0,0,0
3000,0,4480600,7100,6532,11,96,5,0,6,0,0,0,Bath,1,1,1,1,0,1
2000,0,4708900,7800,29,1,19,1,0,1,0,0,0,Bath,1,0,0,0,0,0
10000,1,1463400,8600,780782,25,129,3,12,9,0,0,0,Bath,0,1,1,0,1,0
3000,1,1130900,5500,761,49,68,1,42,9,3,0,1,Kitchen,1,0,1,0,0,0
10000,0,2936200,8600,635758,11,16,5,2,6,0,0,0,Bath,0,1,0,0,0,0
2000,1,235200,7700,466940,27,27,2,8,12,0,0,0,Bath,1,0,0,0,0,0
6000,1,820700,8000,539483,7,30,9,0,11,1,0,1,Bath,1,0,0,0,0,0
3000,1,1588000,7200,324749,33,101,6,21,9,1,0,1,Bath,1,1,1,1,0,0
3000,1,613700,6700,570116,11,62,0,1,5,0,0,0,Office,1,0,1,0,0,0
19000,1,2539500,8800,348241,85,125,25,42,39,6,0,1,Bath,1,1,1,1,1,1
2000,1,301200,8600,15804,28,34,9,2,19,0,0,0,Bath,1,0,0,0,0,0
3000,1,3000900,6100,641442,48,98,10,14,22,0,1,1,Bath,1,0,1,0,1,1
3000,1,3570700,5700,407303,19,12,3,9,8,2,0,1,Bath,1,1,0,0,0,0
15000,1,456200,8200,689611,4,107,1,0,1,0,0,1,Kitchen,1,0,0,0,0,0
500,1,3570700,6400,190084,2,10,1,0,2,0,0,0,Bath,1,1,1,0,0,0
8000,1,242300,7600,371070,23,87,3,11,9,2,0,1,Bath,1,1,1,0,0,1
3000,1,421100,6900,416229,107,22,32,30,66,9,0,1,Bath,1,0,0,0,0,0
2000,1,784400,6900,664806,30,68,11,3,30,7,0,0,Bath,1,0,0,0,1,0
3000,1,421100,7900,90029,23,67,8,2,17,0,0,1,Bath,1,0,0,0,0,0
2000,1,3122700,6700,248407,0,56,0,0,0,0,0,0,Bath,1,1,0,0,0,0
3000,0,2732900,7000,309164,41,76,16,5,34,3,0,1,Kitchen,1,1,1,0,0,0
2000,1,2789600,5600,416229,0,6,0,0,0,0,0,0,Bath,1,1,1,0,0,0
19000,1,3570700,6100,779035,51,81,26,11,25,2,0,0,Bath,1,1,0,0,1,1
2000,1,655100,7200,49009,9,33,3,0,6,0,0,0,Bath,1,0,0,0,0,0
5000,0,4480600,5900,33837,13,82,3,0,8,0,0,1,Bath,0,0,1,0,0,1
5000,1,3792300,6900,1183119,53,30,4,32,13,4,0,0,Bath,1,0,0,0,0,0
5000,1,194600,6000,48178,8,65,0,0,4,0,0,0,Toy,1,1,0,0,0,0
3000,1,3311300,7900,145077,64,76,4,48,44,34,0,1,Bath,1,0,0,0,0,0
66000,0,4934700,8100,23277,22,79,6,2,17,2,1,1,Toy,1,0,1,0,0,0
500,0,2936200,7000,65248,4,44,2,0,4,0,0,1,Kitchen,1,0,0,0,0,0
2000,1,3792300,3600,334360,1,8,0,0,0,0,0,0,Kitchen,0,0,0,0,0,1
2000,1,3382800,8500,16442,2,47,1,0,1,0,0,1,Bath,1,1,0,0,1,1
3000,1,52200,6200,148496,30,68,0,30,4,2,0,1,Bath,1,0,0,0,0,0
3000,1,1864300,6800,214006,53,98,25,4,37,1,0,0,Bath,1,0,1,0,0,0
2000,1,379300,7000,39995,23,89,1,22,2,1,0,1,Bath,1,1,0,0,0,0
69000,0,3057200,9300,1729826,66,33,30,2,41,1,0,0,Bath,1,1,1,0,1,0
500,1,4238700,4200,6532,4,31,2,1,3,1,0,0,Kitchen,1,0,0,0,0,0
2000,1,1080000,3500,11675,4,4,1,1,3,0,0,0,Bath,1,1,1,0,0,1
10000,1,1900100,7400,941734,22,112,7,9,11,2,0,0,Bath,1,1,0,0,1,1
6000,1,1717000,8400,212135,22,81,8,0,13,0,0,1,Bath,1,1,0,0,0,1
500,1,1252200,6400,150368,41,5,14,13,21,0,0,0,Kitchen,1,0,0,0,0,0
5000,1,887900,7100,136366,8,62,1,1,1,0,0,0,Bath,1,1,0,0,0,0
18000,0,2704600,9400,169441,64,97,29,11,47,6,0,1,Kitchen,1,1,1,0,0,0
500,1,1684000,5600,166518,13,64,1,3,5,0,0,1,Bath,1,0,0,0,0,0
500,1,2175300,5900,283838,7,17,0,4,2,0,0,1,Kitchen,1,1,1,0,0,0
2000,0,4645600,5700,167598,4,78,1,0,2,0,0,0,Bath,1,1,0,1,0,0
8000,1,2657500,8000,13671,1,61,0,0,0,0,0,1,Bath,1,0,0,0,0,0
21000,1,2215700,7400,872255,73,92,33,22,37,2,0,1,Bath,1,1,1,1,1,0
2000,1,396300,4900,49935,8,21,1,5,2,2,0,0,Bath,1,1,1,1,0,0
18000,0,4575000,8900,105605,38,111,22,2,24,0,0,0,Bath,1,1,1,1,1,0
26000,1,3570700,8800,696622,313,74,26,273,288,265,0,1,Bath,1,0,0,0,0,0
500,1,2301100,6100,9772,1,45,1,0,1,0,0,0,Office,1,0,0,0,0,0
2000,1,918600,5800,195081,7,30,1,0,4,0,0,0,Kitchen,0,0,0,0,0,0
2000,1,2454000,7100,37215,13,106,9,4,6,0,0,1,Bath,1,0,1,1,0,1
2000,1,2617100,6500,391657,36,4,2,24,9,1,0,0,Bath,1,1,1,0,0,0
6000,1,1950700,8200,447992,25,102,11,0,13,1,0,0,Bath,1,1,1,0,1,1
31000,1,1252200,8500,401293,68,154,31,4,47,2,0,0,Bath,1,1,1,0,1,1
5000,1,192800,8300,793103,41,106,11,12,19,0,0,1,Bath,1,1,0,0,1,0
2000,1,192800,8200,412632,25,50,7,11,7,0,0,1,Bath,1,1,0,0,0,0
10000,1,277900,8100,29197,36,127,8,8,28,3,0,1,Bath,1,1,0,0,0,1
2000,0,2835900,6300,39964,8,23,2,2,4,0,0,0,Kitchen,1,1,0,0,0,0
500,1,2617100,4500,56051,1,43,1,4,0,0,0,0,Bath,1,1,1,1,0,1
10000,1,3311300,7900,940341,30,81,10,7,18,0,0,0,Kitchen,1,0,0,0,1,0
500,1,981000,4600,88573,2,10,1,1,1,0,0,0,Bath,1,0,1,0,0,0
5000,1,3792300,6700,163947,11,29,3,5,3,1,0,1,Bath,1,0,0,0,0,1
5000,1,3311300,7600,824187,29,69,3,14,14,0,0,0,Toy,0,0,1,0,0,1
5000,0,4480600,7000,93023,25,91,9,0,15,0,0,1,Kitchen,1,1,0,0,1,0
6000,1,918600,8700,222511,6,58,4,1,5,1,0,1,Bath,1,0,0,0,0,0
2000,1,4308600,5300,149219,16,34,2,4,2,0,0,0,Bath,0,0,0,0,0,0
3000,0,4708900,3500,135717,7,3,2,0,2,0,0,0,Bath,1,1,0,0,0,0
16000,1,3792300,2600,3936,42,17,2,34,5,2,0,0,Bath,1,1,1,0,0,1
3000,1,784400,7100,192962,51,48,28,2,41,3,0,1,Bath,1,0,0,0,1,0
2000,1,1263700,6300,62276,48,36,3,23,19,3,0,0,Bath,1,1,0,0,0,1
29000,1,1999100,6400,642451,55,85,12,26,13,1,0,1,Bath,1,1,1,0,0,1
2000,1,1139100,7700,267629,9,42,2,6,1,0,0,0,Bath,1,0,0,0,0,1
8000,1,3311300,7800,761,22,103,7,5,15,1,0,1,Toy,0,1,1,0,0,1
3000,0,4708900,6300,13632,4,13,0,1,2,0,0,0,Bath,0,1,0,0,0,0
500,1,3238500,3500,44363,1,2,0,0,1,0,0,0,Kitchen,1,1,0,0,0,1
2000,0,4398900,4900,23286,14,25,2,1,5,0,0,0,Bath,0,1,0,0,0,1
18000,0,2801100,8200,171279,102,28,27,53,37,5,0,1,Bath,1,0,0,0,0,1
10000,1,922700,8200,272994,51,116,30,0,39,2,0,1,Bath,1,0,1,1,0,1
23000,1,1684000,8200,624769,40,105,10,13,13,0,0,1,Bath,1,1,1,1,0,1
2000,1,1545800,5000,26436,2,33,0,1,3,0,0,1,Bath,1,1,1,0,0,1
2000,1,1842000,5900,317271,13,89,1,4,13,4,0,0,Bath,1,1,1,0,0,0
3000,1,837500,6400,16442,8,53,3,2,4,0,0,1,Bath,0,1,1,0,0,0
500,1,1797300,5900,4221,13,46,5,2,9,0,0,0,Kitchen,1,0,0,0,0,0
2000,1,890700,5500,396297,28,53,3,11,6,0,0,0,Bath,0,0,0,0,0,1
5000,1,151300,4200,631652,11,19,2,0,2,0,0,0,Office,0,1,0,0,0,0
5000,0,2896100,7800,9772,4,53,2,0,3,0,0,1,Bath,1,0,0,0,1,0
156000,0,4934700,9500,1729826,62,105,28,2,41,1,0,0,Bath,1,1,1,0,1,0
16000,1,784400,9300,1650772,58,144,32,0,45,3,0,0,Bath,1,0,1,1,1,0
248000,1,1263700,9300,1808023,126,120,57,17,68,0,0,1,Bath,1,1,1,1,1,1
500,1,613700,3500,91161,11,8,2,8,2,2,0,0,Bath,1,1,1,0,0,0
42000,1,3792300,7500,1969756,80,65,8,42,24,4,0,0,Bath,1,1,0,0,1,0
500,1,890700,6200,164171,33,16,0,24,6,7,0,0,Bath,0,0,0,0,0,1
2000,1,2492900,6000,23149,42,37,8,17,13,0,0,0,Kitchen,1,0,0,0,0,1
6000,1,31600,8000,691706,42,33,6,21,13,2,0,0,Bath,1,0,0,0,0,0
3000,0,2777700,7400,132449,33,80,17,4,19,2,0,1,Toy,1,1,1,1,1,0
23000,1,2344300,9200,752566,42,124,10,21,17,1,0,1,Bath,1,1,0,0,1,1
500,1,922700,5500,51652,17,40,1,3,12,1,0,1,Toy,1,1,0,0,0,1
2000,1,1411600,3500,131448,10,2,2,1,6,0,0,0,Bath,1,1,1,0,0,0
3000,1,1263700,5000,49935,11,52,2,5,2,1,0,1,Bath,1,1,1,1,0,0
500,1,3518300,6300,194305,3,59,1,1,2,0,0,0,Bath,1,1,1,0,0,0
500,1,2175300,5800,57822,6,69,9,0,7,2,0,1,Bath,1,1,1,0,0,0
202000,1,2301100,8600,4365238,155,107,57,31,68,1,1,1,Office,1,1,1,1,1,1
500,1,2671700,6500,2048,3,38,3,2,0,0,0,0,Bath,1,1,0,0,0,0
2000,1,2657500,4400,367328,6,51,0,2,2,0,0,0,Kitchen,1,0,0,0,0,0
2000,1,3518300,7700,90686,31,103,8,14,19,3,0,0,Bath,1,0,0,0,0,0
500,1,1999100,6000,97941,1,19,0,2,3,0,0,0,Bath,1,0,0,0,0,1
500,0,2896100,7200,44828,19,76,10,3,15,1,0,1,Bath,1,1,1,0,1,0
5000,1,320800,7400,788296,16,40,1,11,9,5,0,1,Bath,1,0,0,0,0,0
29000,1,1864300,8800,483316,19,149,3,0,10,0,0,0,Kitchen,1,1,0,0,1,1
15000,1,3570700,7600,343410,33,55,7,13,11,2,0,0,Bath,1,1,0,0,0,0
2000,1,1504600,5400,43805,14,67,1,12,1,0,0,1,Kitchen,1,0,0,0,0,0
2000,1,1684000,5200,462746,29,45,11,5,17,2,0,0,Office,0,0,0,0,0,0
6000,1,1411600,8200,280808,68,80,10,42,18,2,0,1,Office,1,0,0,0,1,0
10000,1,1999100,6600,245264,42,72,8,21,27,4,0,1,Bath,1,1,0,0,0,0
3000,1,1588000,6900,94125,6,91,0,1,4,0,0,0,Bath,1,1,0,0,0,0
11000,1,981000,7500,557725,49,69,25,5,39,4,0,0,Bath,1,0,1,0,1,1
66000,1,396300,8000,1168518,62,87,30,0,44,0,0,0,Bath,1,1,1,1,1,1
60000,1,3570700,7900,457014,62,118,22,21,27,2,0,1,Kitchen,1,1,1,0,1,1
2000,0,4645600,7800,17777,10,73,1,0,8,0,0,0,Kitchen,1,1,0,0,0,0
21000,1,1578000,8600,1348716,28,77,8,3,15,0,0,0,Bath,1,1,1,0,1,1
6000,1,194600,7500,23013,11,78,2,3,7,0,0,1,Bath,1,0,0,0,0,0
10000,1,922700,7600,101055,3,76,2,0,2,0,0,1,Kitchen,1,1,0,0,0,0
94000,1,2301100,8300,931417,107,111,20,48,41,9,1,1,Bath,1,0,0,0,1,0
18000,0,4708900,8000,621939,41,43,8,9,25,1,0,0,Kitchen,0,1,0,0,0,0
3000,1,1684000,7700,385016,30,88,0,17,6,0,0,0,Kitchen,1,0,0,0,0,1
2000,1,1588000,7400,49009,11,40,3,0,10,0,0,1,Bath,1,0,0,0,0,0
3000,1,525000,6600,670326,10,46,8,0,6,1,0,1,Bath,1,0,1,0,0,0
24000,1,163700,8500,467424,22,115,4,0,13,0,0,1,Bath,1,0,0,0,0,1
47000,1,1864300,9200,1329383,99,137,58,2,68,0,0,0,Bath,1,1,1,1,1,1
13000,1,981000,6200,844248,64,47,13,31,13,0,0,1,Bath,1,0,0,0,1,0
8000,1,3122700,8700,834327,51,151,31,0,39,1,0,1,Bath,1,1,1,1,1,1
3000,1,421100,5300,30366,4,28,7,1,3,0,0,1,Bath,1,0,1,0,0,0
2000,0,2835900,6000,15357,3,46,0,0,1,0,0,0,Bath,1,0,0,0,0,0
2000,1,784400,7300,5650,14,47,2,14,4,2,0,0,Kitchen,0,0,0,0,0,0
3000,0,2777700,7400,157338,23,48,5,5,17,2,1,0,Kitchen,0,0,0,0,0,1
3000,1,1578000,5900,181085,2,44,2,1,1,0,0,1,Bath,1,0,0,0,1,0
2000,1,719000,8200,739705,60,71,15,17,25,0,0,0,Bath,0,0,0,0,0,0
500,1,260800,7300,304225,11,33,0,1,7,1,0,1,Bath,1,0,0,0,0,0
500,0,2835900,7600,9596,1,63,0,0,1,0,0,0,Bath,0,1,0,0,0,0
3000,1,3382800,7000,316575,26,120,6,10,6,0,0,1,Kitchen,1,1,1,1,0,1
2000,1,1467500,6500,109982,7,13,1,2,1,0,0,0,Bath,1,1,0,0,0,1
3000,1,4308600,8500,10057,25,86,12,6,17,2,0,1,Bath,1,1,0,1,0,1
2000,1,1684000,5600,32760,0,16,5,0,2,0,0,1,Bath,1,0,0,0,0,0
6000,0,2936200,8100,671633,50,69,36,4,30,0,0,1,Office,1,1,1,1,1,0
2000,1,1804500,4200,128209,12,6,0,4,2,0,0,0,Bath,1,1,1,0,0,1
2000,1,1804500,8200,62984,34,82,3,13,13,0,0,1,Kitchen,0,1,0,0,0,1
5000,1,2539500,9300,65693,19,80,11,4,6,1,0,0,Bath,1,1,1,1,0,1
2000,1,2175300,1600,86725,5,1,3,0,3,0,0,1,Bath,1,0,1,0,0,0
500,1,538300,5700,176114,13,36,3,0,7,0,0,0,Bath,0,0,1,0,0,0
2000,1,3311300,6200,303842,5,99,1,0,0,0,0,0,Bath,1,1,1,1,0,0
10000,0,4398900,7400,97852,41,72,13,9,28,5,0,0,Kitchen,1,0,0,0,0,0
2000,1,922700,5600,384334,25,21,1,8,11,0,0,0,Bath,0,0,0,0,0,0
2000,0,4645600,8400,5293,1,77,1,0,1,0,0,1,Kitchen,1,0,1,0,0,0
3000,1,887900,7400,589158,34,49,8,4,25,3,0,0,Kitchen,1,0,0,0,1,0
5000,1,281900,8500,2006285,69,39,32,8,44,2,0,1,Bath,1,1,1,0,1,1
3000,0,4480600,8300,3247,28,107,6,4,12,1,0,0,Bath,0,1,0,0,0,1
500,1,2215700,5200,72774,2,3,1,0,2,0,0,0,Bath,1,0,0,0,0,0
21000,0,2835900,7800,1043453,97,49,45,14,66,2,0,1,Bath,1,0,0,0,1,1
8000,0,4934700,8800,284933,12,60,4,2,10,1,0,0,Kitchen,0,0,0,0,1,0
2000,1,2215700,5900,1361,20,66,2,9,2,0,0,1,Kitchen,1,0,0,0,0,0
3000,1,1717000,8100,438753,13,59,2,4,5,0,0,1,Kitchen,1,0,0,1,1,0
3000,1,3570700,6100,365492,26,54,5,17,9,3,1,1,Bath,1,1,0,0,0,1
6000,1,1139100,7000,517764,41,92,0,29,6,4,0,1,Bath,0,1,1,0,0,1
103000,1,3792300,8200,5417231,134,79,11,79,28,4,0,0,Kitchen,1,1,0,0,0,0
3000,1,1545800,6900,439801,23,8,1,17,2,0,0,0,Office,1,1,0,0,0,1
3000,1,2657500,8100,380699,53,135,27,4,29,0,0,1,Bath,1,1,1,1,0,0
2000,1,2617100,8000,30069,11,70,0,7,6,2,0,1,Bath,0,1,1,0,0,1
15000,1,1864300,8000,883301,80,91,23,17,41,0,0,1,Bath,0,1,1,0,0,1
215000,1,1999100,8500,2408730,131,125,58,21,72,0,0,1,Toy,1,1,1,1,1,1
5000,1,2301100,6400,15804,10,76,5,5,5,0,0,1,Bath,1,1,1,0,0,0
8000,1,981000,6700,335300,11,67,2,8,3,0,0,1,Bath,1,0,0,0,1,0
3000,1,1139100,8500,643979,28,88,3,13,9,0,0,1,Bath,1,0,0,0,0,0
2000,1,192800,6500,16442,11,51,7,0,12,1,0,0,Bath,0,1,1,0,0,0
2000,1,1231000,6800,62744,11,95,12,0,9,0,0,1,Bath,1,1,1,1,0,0
18000,0,4934700,7700,467004,13,53,6,1,9,0,1,0,Bath,0,1,0,0,1,0
19000,1,396300,7200,924460,39,35,10,13,12,0,0,1,Bath,1,1,1,0,0,0
6000,1,322700,5100,25777,3,50,0,2,0,0,0,1,Bath,1,1,1,0,0,0
105000,0,4934700,8000,985658,63,86,30,8,45,4,1,1,Bath,1,1,1,0,1,0
3000,1,1648500,4500,561128,11,60,1,2,1,1,0,0,Bath,1,0,0,0,0,0
2000,1,2496100,5800,118199,50,72,8,17,34,13,1,1,Bath,1,1,0,0,1,0
3000,1,1210500,7000,70234,16,67,2,8,3,0,0,1,Bath,1,0,0,0,0,0
3000,1,1588000,8000,682260,13,74,9,0,9,0,0,0,Bath,1,1,0,0,0,1
23000,0,4708900,8900,357567,51,51,21,12,31,2,1,1,Bath,1,0,0,0,0,0
6000,1,719000,5600,635484,41,99,1,29,4,5,0,0,Kitchen,1,1,1,1,0,0
500,1,3570700,4700,98168,0,11,0,0,0,0,0,0,Bath,1,1,0,0,0,1
500,1,1139100,7900,48840,36,65,13,9,25,4,0,1,Bath,1,1,1,0,0,0
8000,1,2301100,4900,335300,40,51,6,15,13,1,1,0,Bath,1,1,1,0,0,0
35000,1,1748500,8300,1238684,55,76,10,24,16,0,0,1,Bath,1,0,0,0,1,0
16000,1,31600,7600,820707,47,45,9,19,15,0,0,1,Bath,1,0,1,0,0,0
500,1,1463400,5900,7701,4,58,0,0,0,0,0,0,Bath,1,0,0,1,0,0
500,0,5268500,5500,7701,0,8,0,0,0,0,0,1,Office,1,1,1,0,0,0
5000,1,2454000,7500,518565,36,125,15,0,24,1,0,0,Bath,1,0,0,0,0,0
2000,1,613700,7200,151404,35,64,21,0,32,4,0,0,Bath,1,1,1,1,0,0
26000,0,3057200,6400,597696,28,50,15,6,23,5,0,1,Bath,1,1,0,0,1,0
6000,1,2671700,7500,367178,26,82,9,10,15,5,0,1,Bath,1,0,0,0,1,0
8000,1,2657500,8000,664717,17,92,11,0,12,0,0,1,Kitchen,1,0,0,0,0,0
15000,1,981000,7700,910668,41,49,26,5,28,0,0,1,Kitchen,1,0,0,0,1,0
2000,1,887900,3700,128209,3,7,1,8,2,5,0,0,Bath,1,1,1,0,0,0
500,1,1098100,7100,97941,6,34,0,0,3,0,0,0,Bath,0,0,0,0,0,0
16000,1,538300,4600,631652,66,60,15,24,25,1,0,0,Office,0,1,0,0,0,1
3000,0,2777700,7000,93023,26,87,9,0,16,0,0,1,Kitchen,1,1,0,0,1,0
3000,1,1578000,7500,242444,6,60,0,2,1,0,0,0,Kitchen,1,1,0,0,0,0
11000,1,1999100,6700,335300,13,104,3,7,2,0,0,1,Bath,1,0,1,0,1,1
6000,0,4398900,6800,309164,42,115,18,5,35,3,0,1,Kitchen,1,1,1,0,0,0
500,1,2657500,5800,7701,48,59,11,17,20,1,0,0,Bath,1,0,0,1,0,1
2000,0,2896100,6100,10916,3,57,1,0,3,0,0,1,Office,1,0,0,0,0,0
10000,1,2657500,8000,860321,46,89,22,14,25,0,0,1,Bath,1,1,0,0,1,1
5000,1,981000,8700,28164,19,85,12,0,17,0,0,0,Bath,1,1,1,0,0,0
5000,1,356000,7800,373658,46,138,17,14,25,1,0,1,Bath,1,1,1,1,1,1
5000,1,655100,7400,622980,31,72,16,1,13,0,0,1,Kitchen,1,1,1,1,0,0
16000,1,3792300,4700,224077,88,11,8,63,7,3,0,0,Office,1,1,0,0,0,0
42000,1,2789600,8600,1348716,73,115,30,14,55,7,0,0,Bath,1,1,1,0,1,1
500,1,805400,5300,73152,14,39,6,3,14,5,0,0,Kitchen,1,0,0,0,0,0
40000,1,3054600,9500,1784743,54,166,13,19,23,1,0,0,Bath,1,1,1,1,1,0
500,1,918600,6100,166048,27,12,3,7,7,0,0,0,Bath,0,0,0,0,0,0
2000,1,2175300,6500,194305,5,3,1,2,2,0,0,0,Bath,1,1,1,0,0,0
6000,1,2281200,6600,388256,13,100,3,4,6,1,0,0,Bath,1,0,0,1,0,0
2000,1,2560300,4400,108948,53,84,3,23,13,0,0,0,Kitchen,1,0,0,0,0,1
500,1,2397500,6600,327817,32,47,12,4,25,2,0,0,Kitchen,0,0,0,0,0,0
500,1,1252200,7000,37215,35,87,9,13,9,0,0,1,Bath,1,1,1,1,0,0
6000,1,2054000,7900,940341,34,62,10,8,20,0,0,0,Kitchen,1,0,0,0,1,0
6000,1,890700,8100,40535,7,67,1,2,1,0,0,1,Bath,1,1,0,0,0,1
48000,1,1175400,9000,744808,73,185,30,17,45,6,0,1,Bath,1,1,1,1,1,0
10000,1,281900,8100,1503860,57,55,23,3,43,4,0,1,Bath,1,0,0,0,0,0
118000,1,2789600,8800,649910,22,126,2,11,7,4,0,1,Toy,1,1,1,0,0,0
2000,1,1130900,4800,75453,3,11,2,2,2,0,0,1,Bath,1,0,0,0,0,0
2000,1,1797300,7500,360652,8,58,2,2,4,0,0,1,Bath,1,0,0,0,0,0
97000,1,3238500,9400,2363963,126,142,58,10,68,1,0,1,Office,1,1,1,1,1,1
2000,1,655100,6500,94125,11,54,7,1,6,0,0,0,Bath,1,1,0,0,0,0
2000,1,784400,7400,228284,0,46,3,0,0,0,0,0,Bath,1,0,0,0,0,0
10000,1,281900,5400,214370,13,91,5,0,7,0,0,0,Bath,1,1,1,0,0,0
500,1,887900,3500,22501,3,5,0,1,0,1,0,0,Bath,1,1,0,0,0,0
5000,1,277900,8200,397585,30,89,11,9,20,2,0,0,Bath,1,0,1,1,0,1
2000,0,4480600,7200,81138,28,108,12,3,21,2,0,1,Office,1,1,1,1,1,1
11000,1,1999100,7900,352519,6,97,0,1,1,0,0,1,Bath,0,0,0,0,0,1
18000,1,3440400,7400,850888,40,116,20,5,28,2,0,0,Bath,1,1,1,1,1,1
2000,1,4238700,5900,373752,42,44,1,23,22,18,0,0,Bath,0,1,0,0,0,0
3000,1,2125000,6100,305595,26,92,9,12,22,11,0,1,Kitchen,1,1,1,1,1,1
5000,1,2215700,6100,227165,13,5,1,8,2,0,0,0,Bath,1,1,0,0,0,0
27000,1,994700,8300,1503860,35,77,0,19,9,2,0,1,Bath,1,0,0,0,0,0
6000,1,2397500,6400,101055,51,100,29,2,39,5,0,0,Bath,1,1,1,1,0,1
10000,1,981000,7900,538747,21,106,7,3,9,0,0,0,Bath,1,1,1,0,0,0
11000,1,3207100,9100,262738,15,80,3,4,7,1,0,1,Bath,1,1,0,0,0,1
